human,0.014234008,0.01744978,0.07995625,0.08338332,0.037884224,0.067730755,0.097147286,-0.08927112,0.04776566,0.09973274,-0.108096845,-0.06765361,-0.040839657,-0.058348946,0.06429233,0.057190854,0.02130914,0.08841382,0.113200955,0.03379504,-0.108228154,-0.09062685,0.09453678,-0.060358737,0.0027478863,-0.0049809897,0.047307394,0.104125634,0.068517916,-0.0040588155,-0.08780525,0.04556664,0.041294575,-0.12414166,-0.04111619,-0.024524845,-0.058836535,-0.035800543,0.027124658,-0.06403038,-0.059705723,-0.09309409,0.123699866,0.085819155,-0.08546104,-0.0076152324,0.054520823,-0.071745515,-0.010875873,-0.08896994,0.121651016,-0.09998955,0.073432505,0.071239464,0.05977866,0.04763666,0.012121232,-0.021841846,-0.1056141,-0.024173364,0.06472469,-0.018248228,-0.09046907,0.018535398
human,0.0014533624,0.0017817073,0.008163927,0.008513852,0.0038681687,0.0069156415,0.009919218,-0.009115026,0.004877112,0.0101832105,-0.011037216,-0.006907771,-0.0041699326,-0.005957714,0.0065645655,0.005839471,0.0021757695,0.0090274885,0.011558384,0.0034506398,-0.011050637,-0.009253447,0.009652678,-0.0061629307,0.0002805729,-0.0005085834,0.004830319,0.01063174,0.006996018,-0.00041442513,-0.008965352,0.00465258,0.004216383,-0.012675472,-0.004198164,-0.0025041075,-0.0060074995,-0.0036554092,0.0027695613,-0.006537815,-0.006096248,-0.009505366,0.012630366,0.0087625645,-0.008725996,-0.0007775528,0.0055668433,-0.0073255748,-0.001110481,-0.009084266,0.01242116,-0.010209422,0.007497821,0.0072739,0.006103699,0.0048639383,0.0012376374,-0.0022301609,-0.010783724,-0.0024682179,0.0066087116,-0.0018632343,-0.009237342,0.0018925556
bot,0.00096493925,0.0011829397,0.005420326,0.0056526554,0.0025682163,0.004591544,0.006585724,-0.0060517914,0.0032380894,0.006760996,-0.0073280046,-0.004586317,-0.0027685673,-0.0039555402,0.004358451,0.0038770349,0.0014445717,0.0059936712,0.007674026,0.0022910044,-0.00733691,-0.006143697,0.006408758,-0.004091787,0.00018628247,-0.00033766666,0.0032070223,0.0070587923,0.004644911,-0.00027515166,-0.0059524206,0.0030890147,0.0027994078,-0.008415705,-0.0027873127,-0.0016625668,-0.003988596,-0.0024269586,0.0018388114,-0.004340695,-0.0040475195,-0.006310954,0.0083857495,0.005817779,-0.005793503,-0.000516245,0.0036960267,-0.004863712,-0.0007372881,-0.0060313675,0.008246853,-0.0067784004,0.0049780724,0.004829404,0.004052464,0.003229344,0.0008217118,-0.0014806836,-0.0071597015,-0.0016387388,0.0043877605,-0.0012370684,-0.0061330027,0.001256536
bot,0.00090350554,0.0011076266,0.0050752354,0.005292773,0.0024047089,0.0042992188,0.006166438,-0.0056664986,0.0030319341,0.0063305525,-0.006861461,-0.004294326,-0.0025923047,-0.003703708,0.004080966,0.0036302002,0.0013526013,0.0056120805,0.0071854503,0.0021451453,-0.0068697995,-0.0057525537,0.006000738,-0.003831282,0.00017442263,-0.000316169,0.0030028445,0.006609388,0.004349188,-0.00025763386,-0.005573455,0.0028923491,0.0026211815,-0.007879909,-0.0026098567,-0.0015567181,-0.0037346587,-0.0022724443,0.0017217417,-0.0040643387,-0.0037898305,-0.0059091607,0.007851866,0.005447384,-0.0054246527,-0.00048337778,0.0034607155,-0.0045540603,-0.00069034786,-0.0056473743,0.0077218125,-0.0063468474,0.004661138,0.0045219352,0.0037944603,0.0030237448,0.000769397,-0.0013864144,-0.0067038727,-0.0015344071,0.0041084103,-0.0011583092,-0.0057425373,0.0011765378
bot,0.001076887,0.0013201783,0.006049165,0.006308447,0.0028661685,0.0051242313,0.0073497635,-0.0067538912,0.0036137565,0.0075453743,-0.008178166,-0.0051184,-0.0030897628,-0.0044144425,0.004864096,0.004326829,0.0016121629,0.0066890274,0.008564331,0.0025567936,-0.0081881,-0.0068564573,0.0071522696,-0.0045665,0.00020789396,-0.0003768412,0.003579085,0.007877719,0.005183789,-0.00030707344,-0.0066429907,0.0034473853,0.0031241807,-0.009392055,-0.003110684,-0.0018554492,-0.0044513308,-0.0027085221,0.0020521411,-0.0048442776,-0.0045170924,-0.007043116,0.009358628,0.006492726,-0.006465633,-0.00057613733,0.004124821,-0.0054279775,-0.00082282454,-0.0067310985,0.009203613,-0.0075647957,0.005555604,0.0053896885,0.004522609,0.0036039967,0.00091704266,-0.0016524651,-0.007990332,-0.0018288575,0.004896805,-0.0013805872,-0.0068445206,0.0014023136
bot,0.09991279,0.12248526,0.5612406,0.5852961,0.26592278,0.4754246,0.68190545,-0.6266203,0.33528206,0.7000566,-0.75876427,-0.4748812,-0.28666598,-0.40956965,0.4512886,0.40144044,0.14957486,0.62060827,0.79459506,0.23721807,-0.759688,-0.6361368,0.6635848,-0.42367637,0.019288268,-0.034963127,0.33206624,0.73088866,0.48094958,-0.028490169,-0.61633337,0.31984544,0.2898596,-0.87139285,-0.2886074,-0.17214827,-0.41299275,-0.25129545,0.19039698,-0.44945022,-0.41909263,-0.65345705,0.86828643,0.6023933,-0.59987897,-0.053453647,0.38269955,-0.50360703,-0.07634108,-0.62450814,0.85390717,-0.70185816,0.5154418,0.50004894,0.4196047,0.33437717,0.085082605,-0.15331471,-0.74133575,-0.16968058,0.45432445,-0.12808926,-0.6350301,0.13010609
bot,0.089538924,0.109767176,0.5029627,0.5245206,0.23830973,0.42605886,0.611102,-0.5615593,0.30046907,0.6273647,-0.67997956,-0.4255741,-0.2569011,-0.367043,0.4044297,0.35975772,0.13404469,0.5561646,0.71208835,0.21258645,-0.68080693,-0.5700869,0.5946807,-0.37968442,0.017285535,-0.03133267,0.2975859,0.6549993,0.43101114,-0.025531858,-0.55233675,0.2866349,0.25976214,-0.7809095,-0.2586408,-0.15427294,-0.37010965,-0.22520198,0.17062697,-0.40278083,-0.37557867,-0.5856071,0.77813184,0.53984207,-0.53759,-0.04790337,0.34296215,-0.45131353,-0.068414375,-0.55966324,0.765243,-0.62897956,0.46192494,0.4481304,0.3760359,0.29965687,0.07624835,-0.13739532,-0.6643623,-0.15206206,0.40714866,-0.1147898,-0.56909317,0.116596445
human,0.0068811313,0.008435723,0.038653154,0.040309947,0.018314341,0.032743018,0.046963785,-0.043156274,0.023091322,0.0482137,-0.05225712,-0.03270572,-0.019743083,-0.02820756,0.031080786,0.027647732,0.010301456,0.042741816,0.05472466,0.016337497,-0.05232063,-0.043811657,0.045701846,-0.029179169,0.001328409,-0.002407954,0.022869775,0.050337344,0.03312356,-0.0019621484,-0.04244764,0.022028226,0.019963002,-0.060013708,-0.019876773,-0.011856021,-0.02844328,-0.017307013,0.013112854,-0.030954134,-0.028863471,-0.045004394,0.059800103,0.04148747,-0.04131436,-0.003681422,0.026356928,-0.0346839,-0.0052577136,-0.043010607,0.058809612,-0.048337832,0.035499394,0.034439195,0.028898763,0.023028959,0.005859755,-0.010558981,-0.051056903,-0.011686102,0.031289786,-0.008821723,-0.043735377,0.008960553
human,0.009432439,0.011563432,0.05298462,0.05525566,0.025104754,0.0448831,0.06437654,-0.059157297,0.031652868,0.066089846,-0.071632445,-0.044832047,-0.02706322,-0.038666066,0.042604603,0.037898656,0.014120925,0.05858916,0.075014845,0.02239495,-0.0717195,-0.06005568,0.06264667,-0.039997928,0.0018209427,-0.0033007495,0.031349197,0.069000885,0.04540479,-0.0026896528,-0.058185898,0.030195625,0.027364677,-0.08226488,-0.027246451,-0.016251875,-0.038989227,-0.02372394,0.017974699,-0.042431023,-0.03956519,-0.061690662,0.081972055,0.05686978,-0.056632448,-0.0050463784,0.036129255,-0.04754358,-0.007207115,-0.058957644,0.08061438,-0.06625998,0.048661437,0.047208223,0.03961353,0.03156739,0.008032367,-0.014473924,-0.06998726,-0.016018951,0.042891085,-0.012092545,-0.059951097,0.012282857
bot,0.00099808,0.0012235676,0.0056064855,0.005846795,0.0026564228,0.004749241,0.006811911,-0.00625964,0.0033493016,0.006993205,-0.007579685,-0.004743834,-0.0028636558,-0.004091394,0.0045081438,0.004010193,0.0014941845,0.006199524,0.007937591,0.0023696886,-0.007588896,-0.0063547017,0.006628866,-0.004232322,0.00019268035,-0.00034926407,0.0033171675,0.007301227,0.00480444,-0.0002846018,-0.0061568557,0.0031951063,0.0028955531,-0.008704739,-0.002883044,-0.0017196679,-0.004125586,-0.002510313,0.0019019654,-0.0044897734,-0.0041865325,-0.006527703,0.008673758,0.00601759,-0.0059924778,-0.00053397537,0.003822966,-0.0050307554,-0.00076261,-0.006238514,0.008530094,-0.007011205,0.005149046,0.004995268,0.004191646,0.0033402552,0.0008499337,-0.0015315379,-0.0074056024,-0.0016950219,0.0045384583,-0.0012795549,-0.0063436395,0.0012996921
